,alt_names,birth_date,key,name,top_subjects,top_work,type1,work_count,ratings_average,ratings_sortable,ratings_count,ratings_count1,ratings_count2,ratings_count3,ratings_count4,ratings_count5,want_to_read_count,already_read_count,currently_reading_count,readinglog_count,version
2473,,,OL13500846A,Maugham. W. Somerset (William Somerset). 1874-1965.***NOTE: THIS IS A PRINT ON DEMAND VERSION FROM THE ORIGINAL BOOK***,,"**REPRINT** Maugham, W. Somerset (William Somerset), 1874-1965. Of human bondage W. Somerset Maugham. Garden City, N. Y.. The Sun Dial Press, c1915.**REPRINT**",author,2,,,,,,,,,,,,,1795987646056497168
2474,,,OL11569340A,"Noel Coward, Somerset Maugham, A.A. Milne, William Archer, Laurence Housman, J.M. Barrie, Sutton Vane",,"Sixteen Famous British Plays (Modern Library Giant, 63.1)",author,2,,,,,,,,,,,,,1795959840923713545
2475,,,OL11434739A,"Ernest Hemingway, James Joyce, John Steinbeck, F. Scott Fitzgerald, William Faulkner, W. Somerset Maugham, J.D. Salinger, Mary McCarthy, James Thurber",,Short Story Masterpieces,author,2,,,,,,,,,,,,,1795956011904794625
2476,,,OL41947A,Alan Hedblad,"Illustrators/Children's literature/Bibliography/Authors/Reference/Biography/Children's literature, bio-bibliography/Authors, biography/Literary/Biography / Autobiography",Something About the Author,author,133,,,,,,,,,,,,,1796028488190263299
2477,,25. Januar 1876,OL73759A,Herbert Eulenberg,Biography/Authors/German Authors/Marcus Tullius Cicero/House of Hohenzollern/Germany/Women/Palestine/Johann Gutenberg (1397?-1468)/History,Schattenbilder,author,199,,,,,,,,,,,,,1796075301043699718
2478,,,OL9524907A,Herbert Eulenberg,HISTORY / General/HISTORY / Europe / Germany,Hohenzollerns,author,14,,,,,,,,,,,,,1796102033917345803
2479,,,OL3130840A,Ema Toyama,"Comics & graphic novels, manga, general/Comic books, strips/Graphic novels/Man-woman relationships/Friendship, fiction/Extortion/Comics & graphic novels, east asian style, manga, romance/Authors/Self-esteem/New York Times bestseller",Vampire Dormitory 11,author,69,,,,,,,,,,,,,1796013124891967496
2480,,1981,OL7521392A,Ema Tōyama,"Comic books, strips/Authors/Man-woman relationships/Extortion/Comics & graphic novels, manga, general/Comics & graphic novels, general/High school students/Teenagers/Graphic novels/nyt:manga=2013-08-11",Missions of love,author,24,,,,,,,,,,,,,1796074001039097858
2481,,1981,OL7525625A,Ema Toyama,"Translations into English/Teenage girls/Japan/Graphic novels/Comics & graphic novels, manga, general/Comic books, strips/Technique/Study and teaching/High schools/Cartoonists",Manga Dogs,author,8,,,,,,,,,,,,,1796075047471808522
2482,,,OL10524502A,Britannica Educational Publishing Staff,"Ireland, juvenile literature/Ireland/Authors/Authors, juvenile literature/Authorship/Authors, biography/Mythology, juvenile literature/Literature, bio-bibliography/Goddesses/Explorers",American Civil War and Reconstruction,author,525,,,,,,,,,,,,,1795943271002800131
2483,A. Griffiths/Andy Denton Griffiths/Andy Craven-Griffiths,1961-09,OL1423320A,Andy Griffiths,"Children's fiction/Humorous stories/Juvenile fiction/Tree houses, fiction/Fiction/Child and youth fiction/Tree houses/Imagination, fiction/Short stories/Children's stories, Australian",Just Annoying!,author,593,,,,,,,,,,,,,1799324004167712768
2484,,,OL13627547A,Andy Griffiths,,Progressive rock drumming,author,6,,,,,,,,,,,,,1795989683832881156
2485,,,OL13591169A,Andy Griffiths,,Under The Twmp,author,2,,,,,,,,,,,,,1795989648718168075
2486,,,OL13627548A,Dr Andy Griffiths,SOCIAL SCIENCE / Criminology/Psychologie légale/Psychological aspects/Police questioning--great britain/Police questioning/Interviewing in law enforcement--great britain/Interviewing in law enforcement/Hv8073.3 .s54 2013/Forensic psychology/Enquêtes criminelles,Psychology of Criminal Investigation,author,8,,,,,,,,,,,,,1795989683832881157
2487,griffiths-andy-denton-terry/Andy Griffiths and Terry Denton/Terry Denton Andy Griffiths/Terry et al Denton,,OL7855906A,Andy Griffiths And Terry Denton,,169-story treehouse: Doppelganger doom!,author,4,,,,,,,,,,,,,1796079816218247176
2488,,,OL7862575A,Andy Griffiths & Jill Griffiths,,,author,0,,,,,,,,,,,,,1796079166595006466
2489,A. Griffiths/Andy Griffiths/Andrew Griffiths MBBS BMed Sci FRCA RAMC (Consultant in Anaesthesia),,OL13627235A,Andrew Griffiths OBE,Medicine/Emergency medicine/Critical care medicine/Anesthetics/Anesthesiology/Aesthetics,Pre-Hospital Anesthesia Handbook,author,4,,,,,,,,,,,,,1795989683757383693
2490,,1968,OL14451945A,Andy Taylor Griffiths,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1810999738027212801
2491,Gale Group Staff/GALE GROUP,,OL2626509A,Gale Group,"United States/Directories/Modern Literature/History and criticism/Theory/Literature/Biography/Stories, plots/European literature/English literature",Something About the Author,author,783,3.6666667,2.590573,3,0,0,1,2,0,30,3,1,34,1807331953701027840
2492,,,OL2827913A,Cherie D. Abbey,Biography/Juvenile literature/Celebrities/Entertainers/Athletes/Businesspeople/20th century/Musicians/American Authors/Scientists,Biography today,author,124,,,,,,,,,,,,,1796009117312090117
2493,Isaac D'Israeli,11 May 1766,OL4327263A,Isaac Disraeli,English Authors/History and criticism/Litterateurs/Literature/English literature/James I King of England (1566-1625)/Anecdotes/Biography/Great Britain/Authors,Curiosities of literature,author,292,,,,,,,,,,,,,1796027706385629188
2494,,,OL10897387A,Isaac DISRAELI.,"Disraeli, benjamin, earl of beaconsfield, 1804-1881/Children's fiction","Tancred: or, The new crusade.",author,66,,,,,,,,,,,,,1795947728000253975
2495,,,OL8499901A,Isaac Disraeli,"Litterateurs/James i, king of england, 1566-1625/Authors, english",Curiosities of literature,author,137,,,,,,,,,,,,,1796089924593647623
2496,,,OL14183073A,"Isaac Disraeli,Benjamin Disraeli",,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1809589420431507458
2497,"Benjamin ( Disraeli/Earl of Beaconsfield Benjamin Disraeli/Benjamin Disraeli Beaconsfield/Benjamin DISRAELI/Benjamin Disraeli/Disraeli, Benjamin, Earl of Beaconsfield/Earl of Beaconfield K.G./Disraeli, Benjamin Earl of Beaconsfield./Benjamin Disraeli, 1st Earl of Beaconsfield/Benjamin, Earl of Beaconsfield Disraeli/Disraeli, Benjamin Earl of Beaconsfield/Benhamin Disraeli/right honorable benjamin disraeli/Isaac, Disraeli/Isaac D\'Israeli/I.* D'Israeli/I. D'Israeli/Isaac D'Israeli/Isaac D'israeli/Benjamin Disraëli/Benjamin Earl of Beaconsfield Disraeli/Benjamin Disraeli (Earl of Beaconsfield)/Benjamin Benjamin Disraeli/Benjamin Disraeli (Earl of Beaconsfield/Benjamin BENJAMIN DISRAELI/Benjamin Disraeli (Earl of Baconsfield)/Right Hon. Benjamin Disraeli/Benjamin-Earl Of Beaconsfield Disraeli/Benjamin Disraeli; Philip Guedalla (Introduction)/Benjamin 1804-1881 Disraeli/Benjamin Earl of Beaconsfi Disraeli/Disraeli, Benjamin, Earl Of Beaconsfield (1804-1881)/Earl Of Beaconsfield Benjamin Disraeli/Earl of Beaconsfield Disraeli Benjamin",21 December 1804,OL279395A,Benjamin Disraeli,"Politics and government/Great Britain/Fiction/1837-1901/History/Benjamin Disraeli Earl of Beaconsfield (1804-1881)/Correspondence/Benjamin Disraeli (1804-1881)/Politicians/Disraeli, benjamin, earl of beaconsfield, 1804-1881","Sybil, or, The Two Nations",author,1605,,,,,,,,,,,,,1796010102697754626
2498,,,OL10139104A,Isaac 1766-1848 Disraeli,,Curiosities of Literature /; V. 4 C. 1,author,10,,,,,,,,,,,,,1795936330792828935
2499,,,OL13280318A,"Disraeli, Isaac, Corney, Bolton",,Curiosities of Literature by Isaac D'israeli Illustrated,author,2,,,,,,,,,,,,,1795984737776435208
2500,"Hind, C. Lewis/C., Lewis Hind/C Lewis Hind/Hind, Charles Lewis/Charles Lewis Hind/C Lewis 1862-1927 Hind/C. Lewis 1862-1927 Hind",1862,OL4416302A,C. Lewis Hind,Authors/Art/William Hogarth (1697-1764)/J. M. W. Turner (1775-1851)/Biography/Artists/Post-impressionism (Art)/John Constable (1776-1837)/George Romney (1734-1802)/Augustus Saint-Gaudens (1848-1907),The consolations of a critic,author,197,,,,,,,,,,,,,1796030663035453451
2501,,,OL11440280A,C. Lewis Hind,,Authors and I,author,9,,,,,,,,,,,,,1795955029071364099
2502,,,OL12288911A,C Lewis Hind,,Romney,author,3,,,,,,,,,,,,,1795970268683829259
2503,,,OL11530144A,C. LEWIS HIND,,ROMNEY (MASTERPIECES IN COLOUR SERIES),author,2,,,,,,,,,,,,,1795959250845958147
2504,,,OL11472083A,C. Lewis (Charles Lewis) (1862-1927) Hind,,The consolations of a critic / by C. Lewis Hind. With thirty-two full-page illustrations,author,6,,,,,,,,,,,,,1795956049487855618
2505,,,OL11809153A,C. Lewis (Charles Lewis) 1862- Hind,,Drawings of Leonard Da Vinci,author,3,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1809745745613422592
2506,,,OL11394282A,C. Lewis 1862-1927 Hind,,,author,0,,,,,,,,,,,,,1795954943944818693
2507,,,OL11525590A,"[Turner, Joseph Mallord William] Hind, C. Lewis; Hare, T. Leman (editor)",,Turner,author,2,,,,,,,,,,,,,1795957969539563521
2508,,,OL2876755A,Lisa Kumar,Authors/Biography/Illustrators/Children's literature/Bibliography/Bio-bibliography/Television writers/Screenwriters/Poets/Obituaries,Something About the Author,author,122,,,,,,,,,,,,,1796009186425831433
2509,,,OL12900095A,"Barrett, Nikki Lynn, Kumar, Lisa, Ames, Krista, Mackade, Viviana, Duffy, RM, Lindun, D'Ann",,The Rock Stars,author,2,,,,,,,,,,,,,1795978455460872201
2510,George PLIMPTON/GEORGE PLIMPTON,1927,OL388011A,George Plimpton,Interviews/Authors/George Plimpton/Biography/United States/Fiction/Football players/Anecdotes/20th century/Authorship,Paper Lion,author,162,,,,,,,,,,,,,1804137685853405186
2511,George Plimpton Adams/George Plimpton Adams./George P. (George Plimpton) 1 Adams,1909,OL114804A,"Adams, George Plimpton","Économie politique comparée/World War, 1914-1918/United States/Prices/Philosophy, Modern/Modern Philosophy/Metaphysics/Idealism/Georg Wilhelm Friedrich Hegel (1770-1831)/Economics",Idealism and the Modern Age,author,20,,,,,,,,,,,,,1804137753063981059
2512,,,OL14044309A,George Plimpton,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807615465816588288
2513,,,OL7823033A,"Pauline Plimpton, Evelyn Ames, Ezio Antonini, Sarah and George Plimpton Oakes Plimpton",,"Butler Ames and the Villa Balbianello, Lake Como, Italy",author,2,,,,,,,,,,,,,1796080669666836485
2514,,1855,OL606596A,George A. Plimpton,History/George A. Plimpton (1855-1936)/Bibliography/United States/Textbooks/Manuscripts/Library/England/Education/Early works to 1800,The education of Shakespeare,author,43,,,,,,,,,,,,,1796053425138434052
2515,,,OL4435200A,George A. Plimpton,,The Education of Shakespeare,author,4,,,,,,,,,,,,,1796030500661362691
2516,,,OL9269980A,George Arthur Plimpton,,Rara Arithmetica,author,3,,,,,,,,,,,,,1796101229895483396
2517,,,OL12259428A,George (Editor) Plimpton,,The Paris Review,author,2,,,,,,,,,,,,,1795969741727203330
2518,,,OL12220282A,George A Plimpton,,The education of Chaucer,author,2,,,,,,,,,,,,,1795969192812347404
2519,,1855,OL5706981A,George Arthur Plimpton,Knowledge and learning/Incunabula/History/Geoffrey Chaucer (d. 1400)/England/Education,The education of Chaucer,author,2,,,,,,,,,,,,,1796049737739141131
2520,,,OL13647352A,George A. (George Arthur) Plimpton,,Education of Shakespeare,author,2,,,,,,,,,,,,,1795991466749722625
2521,,,OL12273625A,Peter Plimpton George and Ardery,,THE AMERICAN LITERARY ANTHOLOGY / 2 The second annual collection of the best from literary magazines,author,2,,,,,,,,,,,,,1795968496006332416
2522,,,OL12495103A,George A. [Shakespeare William] Plimpton,,The Education of Shakespeare,author,2,,,,,,,,,,,,,1795973588301381638
2523,,,OL2876787A,Amy Elisabeth Fuller,Modern Literature/Bio-bibliography/Authors/Television writers/Screenwriters/Poets/Motion picture authorship/Journalists/Dramatists/21st century,Contemporary authors new revision series,author,74,,,,,,,,,,,,,1796009186427928585
2524,,,OL2827949A,Scot Peacock,Modern Literature/Bio-bibliography/Authors/Poets/Journalists/Dramatists/Television writers/Screenwriters/Motion picture authorship/American Authors,Contemporary Authors,author,153,,,,,,,,,,,,,1796009117316284422
2525,,,OL2039062A,Suzanne Clauser,Authors/Yellow Springs (Ohio)/Television scripts/Fiction/Motion picture plays/about 1900-1910/Wyoming/United States/Sisters/History,A girl named Sooner,author,31,,,,,,,,,,,,,1795999414019424264
2526,ANTHONY STEPHEN KING,1934,OL529440A,Anthony Stephen King,"Great Britain/Politics and government/Great Britain/Constitutional law/Constitutional history/Prime ministers/Political parties/Great Britain. Parliament. House of Commons/United States/Addresses, essays, lectures",The British Prime Minister,author,24,0.0,2.047372,0,0,0,0,0,0,1,0,0,1,1809985782734127104
2527,"Stephen king/Stephen KING/King, Stephen Schriftsteller/Stephen, King/Richard Bachman ( LI CHA BA HE MAN ) . Stephen King ( SI DI FEN/STEPHEN KING/Stiven King/King Stephen/King, Stephen (1947- )/stephen king/King-Stephen/stephen-king/KING Stephen -/King, Stephen/stephen [writing as richard bachman] king/Stiven King (pod psevdonimom Richard Bakhman)/King Stiven./King Stiven/KING STEPHEN/Bachman, Richard (King, Stephen)/Stephen King,Stephen King/Stephen King,Richard Bachman,Stephen King/king stephen/King, Stephen; Bachman, Richard/Stephen Edwin King/King, Stephen, 1947-/King Stephen November 29, 2020/KING,STEPHEN/Стівен Кінг. Стивен Кинг. Stephen Edwin King/Richard Bachman; Stephen King/Stephen King:/Richard Bachman (Stephen King)/King. Stephen./Richard Bachman/كينغ، ستيفن،/King S./Stephen King ( Quote )/S King/Bachman, Richard/Bachman, Richard./Bachman Richard/King S/Srephen King/Jin/King.S./S.King/Sthephen KING/Beryl Evans/King, Stephen./Ke qing xin","September 21, 1947",OL19981A,Stephen King,"Fiction/Fiction, horror/Maine/Horror tales/horror/American Horror tales/fiction/Protected DAISY/Large type books/Horror fiction",Carrie,author,576,4.029636,4.0007887,3678,112,154,683,1293,1436,35507,6213,1968,43688,1812229551167635456
2528,"King-Hall, Stephen Sir./Stephen King-Hall/Stephen.* King-Hall/King-Hall, Stephen, Sir, 1893-/Stephen King- Hall/King-Hall, Stephen Sir",21 January 1893,OL117505A,Sir Stephen King-Hall,"Great Britain/Foreign relations/World politics/World War, 1914-1918/Juvenile literature/20th century/Modern History/History/Description and travel/1945-","Our own times, 1913-1934: a political and economic survey",author,126,0.0,2.047372,0,0,0,0,0,0,4,0,1,5,1809986147882893312
2529,,?,OL7829287A,Stephen King,"Business and economics/Fiction/FICTION / General/Competition/Catalogs/Canadian Art/Buildings, structures/Art, catalogs/Art, canadian/Art",Principles of Macroeconomics,author,16,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807554291999703040
2530,Stephen King/Stephen Daryl King,1963,OL7420209A,Stephen D. King,"Geographic information systems/Coastal zone management/Wirtschaftsentwicklung/Western countries/Wealth/United states, politics and government, 21st century/United states, economic policy/United states, economic conditions, 21st century/United states, economic conditions/Stagnation (economics)",When the money runs out,author,17,,,,,,,,,,,,,1796074833568595972
2531,,,OL7829295A,Stephen King,"Fiction, horror/Fiction, anthologies (multiple authors)/Economics",Chiral Mad 5,author,14,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807661287885242368
2532,,,OL7623295A,Stephen King-Hall,,The Diary of a U-Boat Commander,author,31,,,,,,,,,,,,,1796076637001875468
2533,Stephen Harris Morley King,1931,OL2031776A,Stephen King,New products/Brand name products/Marketing research/Marketing/Management/Branding (Marketing)/Advertising,Developing new brands,author,7,0.0,2.047372,0,0,0,0,0,0,2,0,0,2,1807888897500250112
2534,,1962,OL369754A,Stephen King,Australia/Public utilities/Privatization/Organizational effectiveness/Infrastructure (Economics)/Industrial management/Government policy/Government business enterprises/Corporations/Corporate profits,How big business performs,author,4,,,,,,,,,,,,,1796021408248102919
2535,,,OL7829294A,Stephen King,,Pet Sematary,author,2,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1809433902762164224
2536,,?,OL7829290A,Stephen King,,Display screen equipment: a user's guide,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807888615582203904
2537,,,OL9120270A,Stephen King,,How many nations?: a study of regional differences in spending,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807888592318496768
2538,,,OL14074018A,Stephen King,,Of Gods and Grasshoppers,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807834511741812736
2539,,?,OL7829293A,Stephen King,Thirsk Grammar and Modern School,Ten years all in: the story of a comprehensive school.,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1808441855459721216
2540,,,OL7829296A,Stephen King,Social sciences,Living in society,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807454864577396737
2541,,?,OL14028893A,Stephen King,,Finance on a Beermat,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807193139099729920
2542,,,OL11448100A,STEPHEN KING-HALL,,OUR OWN TIMES 1913 - 1934 VOLUME II,author,2,,,,,,,,,,,,,1795957078017179648
2543,,,OL11169076A,Stephen King Italia,,Quando a Derry Fa Buio,author,2,,,,,,,,,,,,,1795952800718389250
2544,,,OL13288217A,Joshua Stephen King,,Line by line,author,2,,,,,,,,,,,,,1795984246264823814
2545,,,OL13010803A,D. Stephen King,Social sciences/Psychology,Posttraumatic Abortion-Related Stress in Psychiatric Outpatients,author,2,,,,,,,,,,,,,1795981025750286347
2546,,,OL11573963A,Anthony Stephen King,,British politics,author,2,,,,,,,,,,,,,1795958584111005713
2547,,,OL5427061A,Nigel Stephen King,,Mild head injury and predicting the development of persistent post concussion symptoms and the investigation of a brief neuropsychological screening battery,author,2,,,,,,,,,,,,,1796045054007050243
2548,,,OL3512484A,Rev. Stephen King,Study and teaching/Religious education/Pastoral psychology/Pastoral Care/History/Education/Clinical pastoral education (Movement)/Association for Clinical Pastoral Education,Trust the Process,author,2,,,,,,,,,,,,,1796019906981920778
2549,,,OL14640895A,Stephen King- Hall,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811691502662844418
2550,,,OL10319729A,Stephen Stephen King-Hall,,Diary of a U-Boat Commander,author,2,,,,,,,,,,,,,1795938171500888070
